NUMBER,WHO_ID,DATASET,PROP_ID,WHO_REGION,COUNTRY /ORGANIZATION,COUNTRY_CODE,ISO_3166_1_NUMERIC,ADMIN_LEVEL,AREA_COVERED,PROV_CATEGORY,PROV_SUBCATEGORY,PROV_MEASURE,WHO_CODE,WHO_CATEGORY,WHO_SUBCATEGORY,WHO_MEASURE,TARGETED,VALUE_USD,PERCENT_INTEREST,SUMMARY,NON_COMPLIANCE,RESPONSE_TYPE,SOURCE,SOURCE_TYPE,LINK,SOURCE_ALT,DATE_START,DATE_END,DATE ADDED,Sys_BatchID
16689,GPHIN04280,GPHIN,4280,EMRO,"Iran, Islamic Republic Of",IRN,364,national,,,,OTHER,9,Coding required,Coding required,Coding required,,,,"Iranian Minister of Industry, Mine and Trade  said that over 11 million face masks are to be distributed free to Iranians in the coming days. The complimentary distribution is in line with the battle against the coronavirus (COVID-19). Earlier today, the head of Iran's Health Ministry Public Relations Office announced that 9,625 people out of a total of 27,017 infected by the coronavirus have survived the disease while 2,077 have lost their lives to it.",,,,Official,,,2020-03-25,,2020-03-25,9261
10996,GPHIN00035,GPHIN,35,AMRO,Canada,CAN,124,national,,,,AIRPORT SCREENING: EXIT,5.6,International travel measures,,Exit screening and isolation or quarantine,,,,"On 29 January, Public Health Agency of Canada advised the public to Avoid all travel to the province of Hubei, including the cities of Wuhan, Huanggang and Ezhou, due to the imposition of heavy travel restrictions in order to limit the spread of a novel coronavirus. Also Avoid non-essential travel to China due to an outbreak of a novel coronavirus.",,,,Official,https://travel.gc.ca/destinations/china?utm_source=china&utm_medium=social-twitter-travel-eng&utm_content=2020-01-29&utm_campaign=CAAupdate#risk,,2020-01-29,,2020-01-29,9261
11246,GPHIN00232,GPHIN,232,AMRO,United States Of America,USA,840,national,,,,TRAVEL BAN,5.7,International travel measures,,Suspending or restricting international flights,,,,"President Trump on 31 January issued a Proclamation on Suspension of Entry as Immigrants and Nonimmigrants of Persons who Pose a Risk of Transmitting 2019 Novel Coronavirus. This proclamation is effective at 5:00 p.m. eastern standard time on February 2, 2020. Accoring to the proclamation, any US citizen who has traveled in China will undergo health screening upon entry into the country and will be asked to self-quarantine for 14 days. US citizens who have traveled to Hubei province, where the virus originated, will be held under mandatory quarantine for 14 days after they return to the US. All incoming flights from China will be restricted to seven airports to consolidate passenger screening and evaluation: John F. Kennedy International Airport, Chicago O’Hare International Airport, San Francisco International Airport, Seattle-Tacoma International Airport, Hartsfield-Jackson Atlanta International Airport, Los Angeles International Airport, and Daniel K. Inouye International Airport in Honolulu. Immediate family members of US citizens and permanent residents will be allowed to enter the country.",,,,Official,"https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-persons-pose-risk-transmitting-2019-novel-coronavirus/
https://www.theverge.com/2020/1/31/21117403/trump-coronavirus-ban-travel-non-us-citizens-china",,2020-02-03,,2020-02-03,9261
20181,GPHIN06258,GPHIN,6258,EURO,United Kingdom Of Great Britain And Northern Ireland,GBR,826,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Public Health England’s (PHE) Every Mind Matters platform has launched new advice focused on looking after people’s mental wellbeing during the coronavirus (COVID-19) pandemic. It has been updated after new data shows more than 4 in 5 (84.2%) Brits are worried about the effect that coronavirus is having on their life, with over half (53.1%) saying it was affecting their wellbeing and nearly half (46.9%) reporting high levels of anxiety.",,,,Official,https://www.gov.uk/government/news/covid-19-mental-health-campaign-launches,,2020-04-17,,2020-04-17,9261
17535,GPHIN04926,GPHIN,4926,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"CDC has developed a webpage for Strategies to Optimize the Supply of PPE and Equipment, including information related to eye protection, isolation gowns, facemasks and N95 respirators as well as ventilators. It also illustrates how to put on and take off PPE; Decontamination and Reuse of Filtering Facepiece Respirators and Personal Protective Equipment (PPE) Burn Rate Calculator etc.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/hcp/ppe-strategy/index.html,,2020-04-02,,2020-04-02,9261
13917,GPHIN02094,GPHIN,2094,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,"CDC has developed a real time Reverse Transcription-Polymerase Chain Reaction (rRT-PCR) test that can diagnose COVID-19 in respiratory samples from clinical specimens. On January 24, CDC publicly posted the assay protocol for this test.
On February 26, CDC and FDA developed a protocol that uses two of the three components of the original CDC test kit to detect the virus that causes COVID-19. This will allow at least 40 public health laboratories to be able to begin testing.",,,,Official,https://www.cdc.gov/coronavirus/2019-nCoV/summary.html,,2020-02-28,,2020-02-28,9261
11550,GPHIN00414,GPHIN,414,AMRO,Argentina,ARG,32,national,,,,QUARANTINE / MONITORING,3.2.2,Surveillance and response measures,Tracing and quarantining contacts,Quarantine,,,,"The Minister of Health of Argentina informed the public that Argentina is prepared for the surveillance, detection, diagnosis and treatment of possible cases of new coronaviruses that potentially arrive in the country. The minister declared that the Ministry of Health, Department of Transportation, Migrations and all the agencies involved in the control of incomers to the country have been working together to establish mechanisms to screen travells with resporatory symptoms or have a travel history from Wuhan.",,,,Official,https://www.argentina.gob.ar/noticias/gines-gonzalez-garcia-lleva-tranquilidad-la-poblacion-nuestro-pais-esta-preparado-para,,2020-02-04,,2020-02-04,9261
11472,GPHIN00365,GPHIN,365,AMRO,Trinidad And Tobago,TTO,780,national,,,,TRAVEL ADVISORY,5.1,International travel measures,,Providing travel advice or warning,,,,The Government of Trinidad and Tobago has announced that entry to the country will be denied to anyone who has been in China in the previous 14 days. This applies to travellers of all nationalities. You should comply with screening measures put in place by the local authorities at Piarco International Airport.,,,,Official,https://www.gov.uk/foreign-travel-advice/trinidad-and-tobago,,2020-02-03,,2020-02-03,9261
19923,GPHIN06109,GPHIN,6109,AMRO,United States Of America,USA,840,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"The FDA has posted a new “At-a-Glance Summary” that captures the agency’s major activities in the fight against COVID-19. The agency intends to regularly update this resource on efforts related to medical products and equipment, vaccines and therapeutics, food supply and more.",,,,Official,https://www.fda.gov/media/137005/download,,2020-04-16,,2020-04-16,9261
14468,GPHIN02531,GPHIN,2531,WPRO,China,CHN,156,national,,,,EDUCATION CAMPAIGN,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,,,"Chinese authorities on 2 March issued a guideline on coordinating the novel coronavirus control measures with spring farming preparation, to ensure the country's agricultural production amid the epidemic. All provincial-level regions should keep their sown areas and grain output stable, on par with that registered last year. Given the severity of the epidemic, the guideline stressed taking differentiated epidemic control measures in accordance with local conditions and risk levels.",,,,Official,http://www.china.org.cn/china/2020-03/04/content_75771772.htm,,2020-03-04,,2020-03-04,9261
20802,GPHIN06662,GPHIN,6662,AMRO,United States Of America,USA,840,national,,,,TESTING & CASE DETECTION,3.1,Surveillance and response measures,Detecting and isolating cases,,,,,"CDC has been published forecasts of deaths which will help inform public health decision-making by projecting the likely impact in coming weeks. Forecasts based on the use of statistical or mathematical models (subsequently referred to as “models”) aim to predict changes in national and state level cumulative reported COVID-19 deaths for the next four weeks. 
Updated on 21 April, national-level forecasts indicate that deaths are likely to continue to rise in the coming weeks but with a lot of uncertainty as to how quickly they will increase. Models that incorporate strong contact reduction (IHME, MOBS) suggest that new deaths will continue to occur, but slow substantially over the next four weeks. Conversely, models that do not incorporate strong contact reduction (CU 20%, CU 30%) suggest a more rapid rise in deaths. State-level forecasts vary widely, reflecting differences in early epidemic phases, in timing of interventions, and in model-specific patterns similar to those in the national forecasts.",,,,Official,https://www.cdc.gov/coronavirus/2019-ncov/covid-data/forecasting-us.html,,2020-04-22,,2020-04-22,9261
20142,GPHIN06239,GPHIN,6239,AMRO,United States Of America,USA,840,national,,,,RESEARCH ADVANCEMENT,10,Not of interest,Not of interest,Not of interest,,,,The FDA announced a further expansion of COVID-19 testing options through the recognition that spun synthetic swabs – with a design similar to Q-tips – could be used to test patients by collecting a sample from the front of the nose.,,,,Official,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-gates-foundation-unitedhealth-group-quantigen-and-us-cotton,,2020-04-17,,2020-04-17,9261
